0.72461346,0.32248996,0.47803647,0.08369973,0.20334439, 
0.71233777,0.32240204,0.48971152,0.08324802,0.2052062, 
0.71233777,0.34145499,0.4702155,0.10945255,0.2052062, 
0.67845948,0.37519844,0.46304752,0.08311679,0.20823491, 
0.67541066,0.37663127,0.46072138,0.10805766,0.21502187, 
0.65962487,0.37816672,0.46271399,0.0845787,0.24647065, 
0.67541066,0.37087996,0.46179448,0.12642583,0.24110379, 
0.63966828,0.37838194,0.45862236,0.07380011,0.29112274, 
0.65528775,0.38982522,0.44877748,0.16079832,0.25689814, 
0.62546846,0.39538837,0.43366179,0.10795431,0.3508463, 
0.63968638,0.37838194,0.45511246,0.17833018,0.32438747, 
0.59342,0.41724798,0.42327326,0.11768813,0.39471241, 
0.61146985,0.40046407,0.42983531,0.17297999,0.38119495, 
0.56583336,0.46293459,0.39677095,0.10914002,0.42421902, 
0.53518234,0.47589866,0.39807251,0.10761848,0.45319835, 
0.53518234,0.47589866,0.39807251,0.1462918,0.45319835, 
0.51809827,0.48932998,0.40180446,0.14892921,0.4626146, 
0.53518234,0.46685521,0.40657623,0.2287664,0.45598515, 
0.48924667,0.51514325,0.37573587,0.15981253,0.55771853, 
0.47760423,0.49611408,0.40863234,0.16853765,0.55771853, 
0.4767533,0.49605289,0.40863234,0.21175021,0.55771853, 
0.40693906,0.58666834,0.3611878,0.06857147,0.66350996, 
0.44850922,0.52457464,0.37463542,0.22977218,0.6579292, 
0.45136391,0.55766044,0.34905179,0.3020809,0.62939553, 
0.33975918,0.6418878,0.34615292,0.12737945,0.7946908, 
0.33975918,0.6418878,0.34615292,0.23606532,0.7946908, 
0.32098475,0.64160406,0.35450924,0.17392217,0.84535411, 
0.27491123,0.70001671,0.40130982,0.06293783,0.80164548, 
0.26479401,0.7114745,0.36054249,0.12977049,0.85690437, 
0.31506059,0.66851143,0.35140587,0.42496738,0.81874344, 
0.24170723,0.73526609,0.33912699,0.33594709,0.92799695, 
0.17734911,0.80144133,0.34265294,0.18903123,1.01094572, 
0.14193072,0.80406212,0.41003438,0.06429529,1.01562606, 
0.16231959,0.8169343,0.34456094,0.24698207,1.05872311, 
0.08458708,0.90277224,0.36718671,0.1878146,1.07584893, 
0.03545739,0.94373138,0.38805329,0.07896875,1.1161929, 
0.0308117,0.97201496,0.43615476,0.10204417,1.02255514, 
0.08458708,0.90277224,0.36718671,0.49696395,1.07584893, 
0.08458708,0.90277224,0.36820981,0.61756171,1.07993159, 
0.00028773,0.96584943,0.3924007,0.22469453,1.22905049, 
0.03222185,0.9432771,0.41733931,0.45318737,1.10783712, 
0.00005003,0.92687317,0.40747272,0.13312971,1.38300885, 
0.00005003,0.91937189,0.43415717,0.17153695,1.37621812, 
0.00189806,0.97445751,0.39717097,0.43391543,1.23769459, 
0.00189806,0.97445751,0.37533903,0.59301197,1.23769459, 
0.00009124,0.9253234,0.41652055,0.42527681,1.38300885, 
0.00273514,0.92409028,0.41024895,0.5493714,1.36176331, 
0.0026489,0.92409028,0.41024895,0.63548696,1.36176331, 
0.00131755,0.96668314,0.38055739,0.92582058,1.236987, 
0.00005003,0.92687317,0.40747272,0.8795441,1.38300885, 
