0.40629362,0.57189728,0.30107131,0.01349314,0.30167278, 
0.40629362,0.57189728,0.30163318,0.03150425,0.30167278, 
0.39431114,0.5747415,0.30203094,0.02921295,0.30871508, 
0.37162323,0.59791981,0.29044321,0.0155008,0.31458592, 
0.36677225,0.59789232,0.29395858,0.0241142,0.31394006, 
0.35676794,0.59693785,0.29701327,0.01383792,0.32482154, 
0.33915829,0.6240025,0.28914869,0.00779371,0.3123638, 
0.33420051,0.6240025,0.29355148,0.02877917,0.31236583, 
0.32044269,0.63455162,0.29548359,0.01422495,0.30999393, 
0.31795646,0.63010528,0.29418033,0.04109016,0.32090806, 
0.305264,0.64629568,0.2955898,0.04174644,0.30873198, 
0.31795646,0.63010528,0.29439347,0.0755564,0.32090806, 
0.26365796,0.68613611,0.29718026,0.0064816,0.30071424, 
0.25622539,0.67864196,0.30619879,0.01244362,0.31440046, 
0.27505703,0.68466225,0.28894204,0.06826404,0.3006366, 
0.24268447,0.69585469,0.29822926,0.02214172,0.32000895, 
0.27505703,0.68466225,0.28894204,0.10673561,0.3006366, 
0.24268447,0.69585469,0.29822926,0.07679335,0.32000895, 
0.23401413,0.70161738,0.30130804,0.08089784,0.32000895, 
0.19484976,0.74735748,0.29590166,0.05111336,0.32673373, 
0.17763782,0.76564049,0.30615453,0.04245558,0.30631736, 
0.16571678,0.76923932,0.30599739,0.03574099,0.32292099, 
0.16080004,0.7618824,0.31473927,0.05646448,0.32561789, 
0.16080004,0.75091737,0.33147431,0.07901202,0.32673373, 
0.131127,0.78314743,0.31502823,0.00191228,0.37218497, 
0.16008538,0.7618824,0.31473927,0.16000903,0.32486837, 
0.08397406,0.82804556,0.3390322,0.0111239,0.35728245, 
0.08397406,0.82804556,0.3390322,0.06326115,0.35728245, 
0.07321532,0.83395821,0.32067441,0.10017936,0.41023831, 
0.00004038,0.88393869,0.38169037,0.04086022,0.41255387, 
0.00042294,0.91200462,0.32313224,0.20126178,0.43374718, 
0.00042317,0.87304896,0.33319743,0.18288628,0.555513, 
0.00075442,0.85194841,0.32159039,0.16503933,0.68701945, 
0.00075442,0.84908993,0.32450589,0.23127293,0.68770539, 
0.00010964,0.78242371,0.42645358,0.23530968,0.71642442, 
0.00046465,0.72664046,0.41679121,0.02603857,0.39367961, 
0.00003373,0.73279536,0.47614102,0.03618963,0.38619054, 
0.00002284,0.72687406,0.4665134,0.00882606,0.41470418, 
0.00006477,0.72729565,0.48096724,0.02337667,0.39598589, 
0.00002011,0.70715551,0.47332283,0.02543942,0.40312284, 
0.00005059,0.70646484,0.47614102,0.03618963,0.41956059, 
0.00000639,0.77374701,0.26578545,0.15655922,1.3505267, 
0.0000715,0.72345795,0.53486358,0.04134591,0.43174469, 
0.00000639,0.77374701,0.26424377,0.27444307,1.3505267, 
0.00017327,0.68692516,0.31778594,0.19078098,1.48594133, 
0.000422,0.65342951,0.40171884,0.00187356,1.53985472, 
0.0000023,0.72293261,0.25171435,0.2953717,1.62357685, 
0.0000894,0.64770015,0.26638873,0.16695432,1.91002471, 
0.00009944,0.61333622,0.27280158,0.13942506,2.0405288, 
0.00002458,0.61859721,0.27248229,0.26076974,2.04506258, 
